X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area,log(area+1),sin(area)
4,4,oct,sat,90.6,43.7,686.9,6.7,18.4,25,3.1,0.0,24.23,3.2280337626529665,-0.7850279395015584
7,4,aug,sat,93.5,139.4,594.2,20.3,5.1,96,5.8,0.0,26.0,3.295836866004329,0.7625584504796028
7,4,sep,fri,94.3,85.1,692.3,15.9,20.1,47,4.9,0.0,26.13,3.3006401266708405,0.8399867329199562
7,3,mar,mon,87.6,52.2,103.8,5.0,11.0,46,5.8,0.0,27.35,3.3446270301737613,0.7982196933797878
4,4,mar,sat,91.7,35.8,80.8,7.8,17.0,27,4.9,0.0,28.66,3.389799336709786,-0.37617641021444786
4,4,mar,sat,91.7,35.8,80.8,7.8,17.0,27,4.9,0.0,28.66,3.389799336709786,-0.37617641021444786
4,4,sep,sun,92.4,124.1,680.7,8.5,16.9,60,1.3,0.0,29.48,3.4170707308184456,-0.9340772751985826
1,3,sep,mon,88.6,91.8,709.9,7.1,12.4,73,6.3,0.0,30.32,3.4442568711226023,-0.8893522637132738
4,5,sep,wed,92.9,133.3,699.6,9.2,19.4,19,1.3,0.0,31.72,3.487986511734546,0.2994092729968745
6,5,mar,mon,90.1,39.7,86.6,6.2,15.2,27,3.1,0.0,31.86,3.492256112609122,0.42962139446990827
8,6,aug,sun,90.2,99.6,631.2,6.3,16.2,59,3.1,0.0,32.07,3.4986265269937014,0.6084241945883054
3,4,sep,fri,93.3,141.2,713.9,13.9,18.6,49,3.6,0.0,35.88,3.607669398688393,-0.9693277948174411
4,3,mar,mon,87.6,52.2,103.8,5.0,11.0,46,5.8,0.0,36.85,3.6336309798834576,-0.7506939403041105
2,2,jul,fri,88.3,150.3,309.9,6.8,13.4,79,3.6,0.0,37.02,3.6381123370602833,-0.6281021695132741
7,4,sep,wed,90.1,82.9,735.7,6.2,15.4,57,4.5,0.0,37.71,3.6560979645895566,0.010887941788364445
4,4,sep,sun,93.5,149.3,728.6,8.1,22.9,39,4.9,0.0,48.55,3.902982260775997,-0.9895512088777493
7,5,oct,mon,91.7,48.5,696.1,11.1,16.1,44,4.0,0.0,49.37,3.9193957597575593,-0.7805107765606518
8,6,aug,sat,92.2,81.8,480.8,11.9,20.1,34,4.5,0.0,58.3,4.08260930600368,0.9837476080276871
4,6,sep,sun,93.5,149.3,728.6,8.1,28.3,26,3.1,0.0,64.1,4.175924549214524,0.9545501863215905
8,6,aug,sat,92.2,81.8,480.8,11.9,16.4,43,4.0,0.0,71.3,4.280824129164719,0.8172547529159184
4,4,sep,wed,92.9,133.3,699.6,9.2,26.4,21,4.5,0.0,88.49,4.494126887194767,0.5015640248944776
1,5,sep,sun,93.5,149.3,728.6,8.1,27.8,27,3.1,0.0,95.18,4.566221435849517,0.8029453897184509
6,4,sep,tue,91.0,129.5,692.6,7.0,18.7,43,2.7,0.0,103.39,4.648133885420207,0.2788127071225736
9,4,sep,tue,84.4,73.4,671.9,3.2,24.3,36,3.1,0.0,105.66,4.669646205172456,-0.9144513881109183
4,5,sep,sat,92.5,121.1,674.4,8.6,17.7,25,3.1,0.0,154.88,5.049086480470509,-0.808712517802523
8,6,aug,sun,91.4,142.4,601.4,10.6,19.6,41,5.8,0.0,196.48,5.285637313390662,0.9915022675974059
2,2,sep,sat,92.5,121.1,674.4,8.6,18.2,46,1.8,0.0,200.94,5.307970623576175,-0.12162793481939826
1,2,sep,tue,91.0,129.5,692.6,7.0,18.8,40,2.2,0.0,212.88,5.365415110080531,-0.680394230039072
6,5,sep,sat,92.5,121.1,674.4,8.6,25.1,27,4.0,0.0,1090.84,6.995619625423205,-0.6498212208828889
7,5,apr,sun,81.9,3.0,7.9,3.5,13.4,75,1.8,0.0,0.003151643844585605,0.003146687825465159,0.0031516386271159156
6,3,apr,wed,88.0,17.2,43.5,3.8,15.2,51,2.7,0.0,0.007756257884150372,0.007726332754379451,0.007756180115571258
4,4,apr,fri,83.0,23.3,85.3,2.3,16.7,20,3.1,0.0,0.003936939173373002,0.00392920970865877,0.0039369290032892894
2,4,aug,sun,94.2,122.3,589.9,12.9,15.4,66,4.0,0.0,10.13,2.4096441652874536,-0.6482029212027092
7,4,aug,sun,91.8,175.1,700.7,13.8,21.9,73,7.6,1.0,0.001230908413266913,0.0012301514665969794,0.0012309081024347599
2,4,aug,sun,91.8,175.1,700.7,13.8,22.4,54,7.6,0.0,2.87,1.3532545070416904,0.2682660509296179
3,4,aug,sun,91.8,175.1,700.7,13.8,26.8,38,6.3,0.0,0.76,0.5653138090500605,0.6889214451105513
5,4,aug,sun,91.8,175.1,700.7,13.8,25.7,39,5.4,0.0,0.09,0.08617769624105241,0.08987854919801104
2,4,aug,wed,92.2,91.6,503.6,9.6,20.7,70,2.2,0.0,0.75,0.5596157879354227,0.6816387600233342
8,6,aug,wed,93.1,157.3,666.7,13.5,28.7,28,2.7,0.0,0.009204085015424673,0.00916198555245994,0.009203955061687167
3,4,aug,wed,93.1,157.3,666.7,13.5,21.7,40,0.4,0.0,2.47,1.244154593958768,0.6222335553193046
8,5,aug,wed,93.1,157.3,666.7,13.5,26.8,25,3.1,0.0,0.68,0.5187937934151676,0.6287930240184686
8,5,aug,wed,93.1,157.3,666.7,13.5,24.0,36,3.1,0.0,0.24,0.2151113796169455,0.23770262642713458
6,5,aug,wed,93.1,157.3,666.7,13.5,22.1,37,3.6,0.0,0.21,0.1906203596086497,0.20845989984609956
7,4,aug,thu,91.9,109.2,565.5,8.0,21.4,38,2.7,0.0,1.52,0.9242589015233319,0.998710143975583
6,3,aug,thu,91.6,138.1,621.7,6.3,18.9,41,3.1,0.0,10.34,2.428336298299606,-0.79269796476672
2,5,aug,thu,87.5,77.0,694.8,5.0,22.3,46,4.0,0.0,0.006115912406491082,0.006097286120119721,0.006115874279572453
8,6,aug,sat,94.2,117.2,581.1,11.0,23.9,41,2.2,0.0,8.02,2.199444334074532,0.9862505748896837
4,3,aug,sat,94.2,117.2,581.1,11.0,21.4,44,2.7,0.0,0.68,0.5187937934151676,0.6287930240184686
3,4,aug,sat,91.8,170.9,692.3,13.7,20.6,59,0.9,0.0,0.0036928712221398962,0.003686069313779377,0.0036928628286814814
7,4,aug,sat,91.8,170.9,692.3,13.7,23.7,40,1.8,0.0,1.38,0.8671004876833833,0.9818535303723597
2,4,aug,mon,93.6,97.9,542.0,14.4,28.3,32,4.0,0.0,8.85,2.2874714551839976,0.5436484436660883
3,4,aug,fri,91.6,112.4,573.0,8.9,11.2,84,7.6,0.0,3.3,1.4586150226995167,-0.1577456941432482
2,4,aug,fri,91.6,112.4,573.0,8.9,21.4,42,3.1,0.0,4.25,1.6582280766035324,-0.8949893582285835
6,3,aug,fri,91.1,141.1,629.1,7.1,19.3,39,3.6,0.0,1.56,0.9400072584914712,0.9999417202299663
4,4,aug,fri,94.3,167.6,684.4,13.0,21.8,53,3.1,0.0,6.54,2.020222182019865,0.2540010039700232
4,4,aug,tue,93.7,102.2,550.3,14.6,22.1,54,7.6,0.0,0.79,0.5822156198526637,0.7103532724176078
6,5,aug,tue,94.3,131.7,607.1,22.7,19.4,55,4.0,0.0,0.17,0.1570037488096647,0.16918234906699603
2,2,aug,tue,92.1,152.6,658.2,14.3,23.7,24,3.1,0.0,0.00931537812472053,0.009272257572562791,0.009315243399677806
3,4,aug,tue,92.1,152.6,658.2,14.3,21.0,32,3.1,0.0,0.0031789210913515447,0.0031738790044706392,0.0031789157372355773
4,4,aug,tue,92.1,152.6,658.2,14.3,19.1,53,2.7,0.0,4.4,1.6863989535702288,-0.9516020738895161
2,2,aug,tue,92.1,152.6,658.2,14.3,21.8,56,3.1,0.0,0.52,0.41871033485818504,0.49688013784373675
8,6,aug,tue,92.1,152.6,658.2,14.3,20.1,58,4.5,0.0,9.27,2.329227023940467,0.15416071816723032
2,5,aug,tue,92.1,152.6,658.2,14.3,20.2,47,4.0,0.0,3.09,1.4085449700547104,0.05156976839853464
4,6,dec,sun,84.4,27.2,353.5,6.8,4.8,57,8.5,0.0,8.98,2.300583090323373,0.43025745471376875
8,6,dec,wed,84.0,27.8,354.6,5.3,5.1,61,8.0,0.0,11.19,2.5006159434931803,-0.9811587854770618
4,6,dec,thu,84.6,26.4,352.0,2.0,5.1,61,4.9,0.0,5.38,1.8531680973566984,-0.7853029510887806
4,4,dec,mon,85.4,25.4,349.7,2.6,4.6,21,8.5,0.0,17.85,2.93651291389402,-0.8412309652277599
3,4,dec,mon,85.4,25.4,349.7,2.6,4.6,21,8.5,0.0,10.73,2.462149662665384,-0.9649419305071872
4,4,dec,mon,85.4,25.4,349.7,2.6,4.6,21,8.5,0.0,22.03,3.136797713832594,-0.03884165167055512
4,4,dec,mon,85.4,25.4,349.7,2.6,4.6,21,8.5,0.0,9.77,2.3767644911682972,-0.3384056245787381
4,6,dec,fri,84.7,26.7,352.6,4.1,2.2,59,4.9,0.0,9.27,2.329227023940467,0.15416071816723032
6,5,dec,tue,85.4,25.4,349.7,2.6,5.1,24,8.5,0.0,24.77,3.2492110246642736,-0.35483841376010133
6,3,feb,sun,84.9,27.5,353.5,3.4,4.2,51,4.0,0.0,0.002337283317591754,0.002334556119601438,0.0023372811895374366
3,4,feb,wed,86.9,6.6,18.7,3.2,8.8,35,3.1,0.0,1.1,0.7419373447293773,0.8912073600614354
5,4,feb,fri,85.2,4.9,15.8,6.3,7.5,46,8.0,0.0,24.24,3.228430037673012,-0.7787941881020741
2,5,jul,sun,93.9,169.7,411.8,12.3,23.4,40,6.3,0.0,0.004977212109253348,0.0049648667358123625,0.004977191559497855
7,6,jul,wed,91.2,183.1,437.7,12.5,12.6,90,7.6,0.2,0.0015822114060749706,0.0015809610283424932,0.0015822107459255777
7,4,jul,sat,91.6,104.2,474.9,9.0,22.1,49,2.7,0.0,0.0037268408858192673,0.0037199134206972015,0.003726832258596704
7,4,jul,sat,91.6,104.2,474.9,9.0,24.2,32,1.8,0.0,0.001997184816351843,0.001995193094207065,0.00199718348864122
7,4,jul,sat,91.6,104.2,474.9,9.0,24.3,30,1.8,0.0,0.0013997579409344135,0.0013987791930214334,0.0013997574838383018
2,5,jul,sat,91.6,104.2,474.9,9.0,18.7,53,1.8,0.0,0.0027617461647663644,0.0027579395508174876,0.002761742654016702
9,4,jul,sat,91.6,104.2,474.9,9.0,25.3,39,0.9,0.0,8.0,2.1972245773362196,0.9893582466233818
4,5,jul,fri,91.6,100.2,466.3,6.3,22.9,40,1.3,0.0,2.64,1.2919836816486494,0.4808226149886482
7,6,jul,tue,93.1,180.4,430.8,11.0,26.9,28,5.4,0.0,86.45,4.471067201464611,-0.9984210817931215
8,6,jul,tue,92.3,88.8,440.9,8.5,17.1,67,3.6,0.0,6.57,2.0241930674493576,0.282898478509493
7,5,jun,sun,93.1,180.4,430.8,11.0,22.2,48,1.3,0.0,0.007102220012723953,0.007077118031287795,0.007102160305068289
6,4,jun,sun,90.4,89.5,290.8,6.4,14.3,46,1.8,0.0,0.9,0.6418538861723947,0.7833269096274833
8,6,jun,sun,90.4,89.5,290.8,6.4,15.4,45,2.2,0.0,0.007507239413590877,0.007479200335059828,0.0075071688974844815
8,6,jun,wed,91.2,147.8,377.2,12.7,19.6,43,4.9,0.0,0.0035113357992912105,0.0035051854528264873,0.003511328583805436
6,5,jun,sat,53.4,71.0,233.8,0.4,10.6,90,2.7,0.0,0.0035595457908618594,0.003553225601305649,0.0035595382740751533
6,5,jun,mon,90.4,93.3,298.1,7.5,20.7,25,4.9,0.0,0.009925806946063423,0.00987686968571852,0.009925643962397347
6,5,jun,mon,90.4,93.3,298.1,7.5,19.1,39,5.4,0.0,3.52,1.5085119938441398,-0.3694409585444771
3,6,jun,fri,91.1,94.1,232.1,7.1,19.2,38,4.5,0.0,0.0006579675425370697,0.0006577511767961462,0.0006579674950623782
3,6,jun,fri,91.1,94.1,232.1,7.1,19.2,38,4.5,0.0,0.0021376897145312206,0.0021354081068744157,0.0021376880864253088
6,5,may,sat,85.1,28.0,113.8,3.5,11.3,94,4.9,0.0,0.0017496559947357358,0.0017481271297511022,0.0017496551020333602
1,4,sep,sun,89.6,84.1,714.3,5.7,19.0,52,2.2,0.0,0.0077263816424193955,0.007696686017516251,0.007726304769049103
7,4,sep,sun,89.6,84.1,714.3,5.7,17.1,53,5.4,0.0,0.41,0.34358970439007686,0.3986093279844229
3,4,sep,sun,89.6,84.1,714.3,5.7,23.8,35,3.6,0.0,5.18,1.8213182714695995,-0.8926476794282346
2,4,sep,sun,92.4,105.8,758.1,9.9,16.0,45,1.8,0.0,0.007881336739956174,0.00785044123131991,0.007881255148055172
2,4,sep,sun,92.4,105.8,758.1,9.9,24.9,27,2.2,0.0,0.0041505133682436775,0.004141923746989664,0.0041505014516034855
7,4,sep,sun,92.4,105.8,758.1,9.9,25.3,27,2.7,0.0,0.003689512633220357,0.0036827230764641177,0.0036895042626421334
6,3,sep,sun,92.4,105.8,758.1,9.9,24.8,28,1.8,0.0,14.29,2.727199019940971,0.988343743433613
2,4,sep,sun,50.4,46.2,706.6,0.4,12.2,78,6.3,0.0,0.0003097202035806119,0.0003096722501795819,0.0003097201986288773
6,5,sep,wed,92.6,115.4,777.1,8.8,24.3,27,4.9,0.0,0.006514263996145202,0.006493137876221233,0.006514217923420973
4,4,sep,wed,92.6,115.4,777.1,8.8,19.7,41,1.8,0.0,1.58,0.9477893989335261,0.9999576464987401
3,4,sep,wed,91.2,134.7,817.5,7.2,18.5,30,2.7,0.0,0.0015366840772779635,0.0015355045864831102,0.001536683472490929
4,5,sep,thu,92.4,96.2,739.4,8.6,18.6,24,5.8,0.0,0.008222221803783009,0.008188603490526063,0.008222129160306013
4,4,sep,thu,92.4,96.2,739.4,8.6,19.2,24,4.9,0.0,3.78,1.5644405465033644,-0.5959172238077639
6,5,sep,thu,92.8,119.0,783.5,7.5,21.6,27,2.2,0.0,0.004048979638606683,0.004040804580216717,0.0040489685752943825
5,4,sep,thu,92.8,119.0,783.5,7.5,21.6,28,6.3,0.0,4.41,1.6882490928583902,-0.9546277716602164
6,3,sep,thu,92.8,119.0,783.5,7.5,18.9,34,7.2,0.0,34.36,3.5655812377694427,0.19623736247294143
1,4,sep,thu,92.8,119.0,783.5,7.5,16.8,28,4.0,0.0,7.21,2.105352923464337,0.7997115925405982
6,5,sep,thu,92.8,119.0,783.5,7.5,16.8,28,4.0,0.0,1.01,0.6981347220709843,0.8468318446180152
3,5,sep,thu,90.7,136.9,822.8,6.8,12.9,39,2.7,0.0,2.18,1.1568811967920856,0.8201039476213742
6,5,sep,thu,88.1,53.3,726.9,5.4,13.7,56,1.8,0.0,4.42,1.6900958154515549,-0.9575580074492711
1,4,sep,sat,92.2,102.3,751.5,8.4,24.2,27,3.1,0.0,0.005330811025306583,0.005316652547370217,0.005330785777247702
5,4,sep,sat,92.2,102.3,751.5,8.4,24.1,27,3.1,0.0,0.0044204927225081755,0.004410751042685835,0.004420478325894026
6,5,sep,sat,92.2,102.3,751.5,8.4,21.2,32,2.2,0.0,0.006080418177153619,0.006062007028510555,0.006080380710207762
6,5,sep,sat,92.2,102.3,751.5,8.4,19.7,35,1.8,0.0,0.006250342380267653,0.006230890004260235,0.0062503016835555
4,3,sep,sat,92.2,102.3,751.5,8.4,23.5,27,4.0,0.0,3.33,1.4655675420143985,-0.1872946635429032
3,3,sep,sat,92.2,102.3,751.5,8.4,24.2,27,3.1,0.0,6.58,2.0255131996542803,0.2924756724298697
7,4,sep,sat,91.2,124.4,795.3,8.5,21.5,28,4.5,0.0,15.64,2.8118094353930627,0.06791095957636362
4,4,sep,sat,91.2,124.4,795.3,8.5,17.1,41,2.2,0.0,11.22,2.503073953743449,-0.9749220735246146
1,4,sep,mon,92.1,87.7,721.1,9.5,18.1,54,3.1,0.0,2.13,1.1410330045520618,0.8476778401335698
2,3,sep,mon,91.6,108.4,764.0,6.2,18.0,51,5.4,0.0,0.009208740586350104,0.009166598653274991,0.009208610435315462
4,3,sep,mon,91.6,108.4,764.0,6.2,9.8,86,1.8,0.0,0.0072723124982880544,0.007245996741004527,0.007272248397229831
7,4,sep,mon,91.6,108.4,764.0,6.2,19.3,44,2.2,0.0,0.0018661371649774487,0.0018643980942451596,0.0018661360818505025
6,3,sep,mon,91.6,108.4,764.0,6.2,23.0,34,2.2,0.0,56.04,4.04375277610604,-0.4870141128919086
8,6,sep,mon,91.6,108.4,764.0,6.2,22.7,35,2.2,0.0,7.48,2.1377104498038118,0.9308801388471136
2,4,sep,mon,91.6,108.4,764.0,6.2,20.4,41,1.8,0.0,1.47,0.9042181506398858,0.9949243497775809
2,5,sep,mon,91.6,108.4,764.0,6.2,19.3,44,2.2,0.0,3.93,1.5953389880545987,-0.709231390201386
8,6,sep,mon,91.9,111.7,770.3,6.5,15.7,51,2.2,0.0,0.0006188026846421085,0.0006186113052075032,0.0006188026451504558
6,3,sep,mon,91.5,130.1,807.1,7.5,20.6,37,1.8,0.0,0.003387626433896057,0.0033819013534473977,0.0033876199544923572
8,6,sep,mon,91.5,130.1,807.1,7.5,15.9,51,4.5,0.0,2.18,1.1568811967920856,0.8201039476213742
6,3,sep,mon,91.5,130.1,807.1,7.5,12.2,66,4.9,0.0,6.1,1.9600947840472698,-0.1821625042720959
2,2,sep,mon,91.5,130.1,807.1,7.5,16.8,43,3.1,0.0,5.83,1.9213246735826988,-0.4378315232631469
1,4,sep,mon,91.5,130.1,807.1,7.5,21.3,35,2.2,0.0,28.19,3.3738261848660236,0.08423395122623156
5,4,sep,fri,92.1,99.0,745.3,9.6,10.1,75,3.6,0.0,0.005684948862871363,0.005668850524421655,0.005684918241281507
3,4,sep,fri,92.1,99.0,745.3,9.6,17.4,57,4.5,0.0,0.008317884305822594,0.008283481347724693,0.008317788390967827
5,4,sep,fri,92.1,99.0,745.3,9.6,12.8,64,3.6,0.0,1.64,0.9707789171582246,0.9976063813191737
5,4,sep,fri,92.1,99.0,745.3,9.6,10.1,75,3.6,0.0,3.71,1.5496879080283263,-0.5382905082900177
4,4,sep,fri,92.1,99.0,745.3,9.6,15.4,53,6.3,0.0,7.31,2.1174596088673567,0.8556547866465435
7,4,sep,fri,92.1,99.0,745.3,9.6,20.6,43,3.6,0.0,2.03,1.1085626195212777,0.89640574115156
7,4,sep,fri,92.1,99.0,745.3,9.6,19.8,47,2.7,0.0,1.72,1.000631880307906,0.9888897660047015
7,4,sep,fri,92.1,99.0,745.3,9.6,18.7,50,2.2,0.0,5.97,1.9416152247724325,-0.3080905586823781
4,4,sep,fri,92.1,99.0,745.3,9.6,20.8,35,4.9,0.0,13.06,2.643333886382519,0.4738251077059589
4,4,sep,fri,92.1,99.0,745.3,9.6,20.8,35,4.9,0.0,1.26,0.8153648132841944,0.9520903415905158
6,3,sep,fri,92.5,122.0,789.7,10.2,15.9,55,3.6,0.0,0.009899322404343595,0.009850645096929515,0.009899160721839117
6,3,sep,fri,92.5,122.0,789.7,10.2,19.7,39,2.7,0.0,0.009963864413894723,0.009914552405101924,0.009963699548304707
1,4,sep,fri,92.5,122.0,789.7,10.2,21.1,39,2.2,0.0,8.12,2.21046980408624,0.9648252809930913
6,5,sep,fri,92.5,122.0,789.7,10.2,18.4,42,2.2,0.0,1.09,0.7371640659767196,0.8866269144494873
4,3,sep,fri,92.5,122.0,789.7,10.2,17.3,45,4.0,0.0,3.94,1.597365331199831,-0.7162455691239705
7,4,sep,fri,88.2,55.2,732.3,11.6,15.2,64,3.1,0.0,0.52,0.41871033485818504,0.49688013784373675
4,3,sep,tue,91.9,111.7,770.3,6.5,15.9,53,2.2,0.0,2.93,1.3686394258811698,0.21001729925089913
6,5,sep,tue,91.9,111.7,770.3,6.5,21.1,35,2.7,0.0,5.65,1.8946168546677629,-0.5917155806310094
6,5,sep,tue,91.9,111.7,770.3,6.5,19.6,45,3.1,0.0,20.03,3.0459499897146083,0.924775081743537
4,5,sep,tue,91.1,132.3,812.1,12.5,15.9,38,5.4,0.0,1.75,1.0116009116784799,0.9839859468739369
4,5,sep,tue,91.1,132.3,812.1,12.5,16.4,27,3.6,0.0,0.009428706428075676,0.009384533620171998,0.009428566725902978
6,5,sep,sat,91.2,94.3,744.4,8.4,16.8,47,4.9,0.0,12.64,2.613006652415316,0.07356287600690768
4,5,sep,sun,91.0,276.3,825.1,7.1,13.8,77,7.6,0.0,0.008365191482769416,0.008330397174532884,0.008365093922073423
7,4,sep,sun,91.0,276.3,825.1,7.1,13.8,77,7.6,0.0,11.06,2.4898941912990393,-0.997925381525997
3,4,jul,wed,91.9,133.6,520.5,8.0,14.2,58,4.0,0.0,0.003034984334390962,0.003030388066821003,0.0030349796751206115
4,5,aug,sun,92.0,203.2,664.5,8.1,10.4,75,0.9,0.0,0.0031066568525788697,0.0031018411653928935,0.0031066518553597025
5,4,aug,thu,94.8,222.4,698.6,13.9,20.3,42,2.7,0.0,0.0007406456672923933,0.0007403715246436025,0.0007406455995781238
6,5,sep,fri,90.3,290.0,855.3,7.4,10.3,78,4.0,0.0,18.3,2.9601050959108397,-0.5223085896267315
6,5,sep,sat,91.2,94.3,744.4,8.4,15.4,57,4.9,0.0,39.35,3.6975913947159578,0.9967943635231856
8,6,aug,mon,92.1,207.0,672.6,8.2,21.1,54,2.2,0.0,0.009050070363988279,0.009009363890490412,0.009049946825341845
2,2,aug,sat,93.7,231.1,715.1,8.4,21.9,42,2.2,0.0,174.63,5.168379509433644,-0.9633408199785054
6,5,mar,thu,90.9,18.9,30.6,8.0,8.7,51,5.8,0.0,0.004563961707795385,0.004553578415207096,0.0045639458634510075
4,5,jan,sun,18.7,1.1,171.4,0.0,5.2,100,0.9,0.0,0.007931219061414375,0.007899932262938827,0.007931135910463566
5,4,jul,wed,93.7,101.3,458.8,11.9,19.3,39,7.2,0.0,7.73,2.166765369851511,0.9923241172312475
8,6,aug,thu,90.7,194.1,643.0,6.8,16.2,63,2.7,0.0,16.33,2.8524391037275145,-0.5826916065824577
8,6,aug,wed,95.2,217.7,690.0,18.0,28.2,29,1.8,0.0,5.86,1.925707441737794,-0.41066684829434086
9,6,aug,thu,91.6,248.4,753.8,6.3,20.5,58,2.7,0.0,42.87,3.7812307151781224,-0.896717775844359
8,4,aug,sat,91.6,273.8,819.1,7.7,21.3,44,4.5,0.0,12.18,2.578700529074361,-0.376829066830075
2,4,aug,sun,91.6,181.3,613.0,7.6,20.9,50,2.2,0.0,16.0,2.833213344056216,-0.2879033166650653
3,4,sep,sun,90.5,96.7,750.5,11.4,20.6,55,5.4,0.0,24.59,3.2422016501716975,-0.516485232684057
5,5,mar,thu,90.9,18.9,30.6,8.0,11.6,48,5.4,0.0,0.007682817586338266,0.007653455038810364,0.007682742005964835
6,4,aug,fri,94.8,227.0,706.7,12.0,23.3,34,3.1,0.0,28.74,3.392492941032009,-0.44901809227435996
7,4,aug,fri,94.8,227.0,706.7,12.0,23.3,34,3.1,0.0,0.008873763603149759,0.008834623141291301,0.008873647144807302
7,4,feb,mon,84.7,9.5,58.3,4.1,7.5,71,6.3,0.0,9.96,2.3942522815198695,-0.5100320402437544
8,6,sep,fri,91.1,91.3,738.1,7.2,20.7,46,2.7,0.0,30.18,3.4397768636296306,-0.9444531103652772
1,3,sep,sun,91.0,276.3,825.1,7.1,21.9,43,4.0,0.0,70.76,4.27332721775054,0.9972510149764566
2,4,mar,tue,93.4,15.0,25.6,11.4,15.2,19,7.6,0.0,0.008802759864498643,0.008764241454381072,0.00880264617937697
6,5,feb,mon,84.1,4.6,46.7,2.2,5.3,68,1.8,0.0,0.006316532826934656,0.00629666714439532,0.006316490823562742
4,5,feb,sun,85.0,9.0,56.9,3.5,10.1,62,1.8,0.0,51.78,3.966132331075178,0.9984167671702102
4,3,sep,sun,90.5,96.7,750.5,11.4,20.4,55,4.9,0.0,3.64,1.534714366238164,-0.47802724613534286
5,6,aug,sun,91.6,181.3,613.0,7.6,24.3,33,3.6,0.0,3.63,1.5325568680981427,-0.46922004128872713
1,2,aug,sat,93.7,231.1,715.1,8.4,25.9,32,3.1,0.0,0.005709058205316813,0.005692823293915625,0.005709027192482839
9,5,jun,wed,93.3,49.5,297.7,14.0,28.0,34,4.5,0.0,0.009344427924865588,0.009301038846217621,0.009344291935480722
9,5,jun,wed,93.3,49.5,297.7,14.0,28.0,34,4.5,0.0,8.16,2.214846178686039,0.9535406496505743
3,4,sep,thu,91.1,88.2,731.7,8.3,22.8,46,4.0,0.0,4.95,1.7833912195575383,-0.9719030694018208
9,9,aug,fri,94.8,227.0,706.7,12.0,25.0,36,4.0,0.0,0.006304915237068748,0.006285122410161069,0.006304873465032772
8,6,aug,thu,90.7,194.1,643.0,6.8,21.3,41,3.6,0.0,0.0060313840386032,0.0060132680483941355,0.006031347470796993
2,4,sep,wed,87.9,84.8,725.1,3.7,21.8,34,2.2,0.0,6.04,1.951608170169951,-0.2407954251341592
2,2,aug,tue,94.6,212.1,680.9,9.5,27.9,27,2.2,0.0,0.007818945847106776,0.007788536300901111,0.007818866177616622
6,5,sep,sat,87.1,291.3,860.6,4.0,17.0,67,4.9,0.0,3.95,1.599387576580599,-0.7231881240865121
4,5,feb,sat,84.7,8.2,55.0,2.9,14.2,46,4.0,0.0,0.0065716591382538395,0.0065501599252699395,0.006571611836973167
4,3,sep,fri,90.3,290.0,855.3,7.4,19.9,44,3.1,0.0,7.8,2.174751721484161,0.998543345374605
1,4,jul,tue,92.3,96.2,450.2,12.1,23.4,31,5.4,0.0,0.008067641376608235,0.008035271938053956,0.008067553860682653
6,3,feb,fri,84.1,7.3,52.8,2.7,14.7,42,2.7,0.0,0.00667629729299846,0.006654109520256157,0.006676247696069715
7,4,feb,fri,84.6,3.2,43.6,3.3,8.2,53,9.4,0.0,4.62,1.7263316639055997,-0.9957351730622453
9,4,jul,mon,92.3,92.1,442.1,9.8,22.8,27,4.5,0.0,1.63,0.9669838461896731,0.9982479743776325
7,5,aug,sat,93.7,231.1,715.1,8.4,26.4,33,3.6,0.0,0.00015684469800205346,0.0001568323991583775,0.00015684469735898342
5,4,aug,sun,93.6,235.1,723.1,10.1,24.1,50,4.0,0.0,0.002862458589280954,0.0028583695559604326,0.002862454680276104
8,6,aug,thu,94.8,222.4,698.6,13.9,27.5,27,4.9,0.0,746.28,6.616439947564594,-0.9885088375123775
6,3,jul,tue,92.7,164.1,575.8,8.9,26.3,39,3.1,0.0,7.02,2.081938421878423,0.6719322456828615
6,5,mar,wed,93.4,17.3,28.3,9.9,13.8,24,5.8,0.0,0.006774821552952496,0.006751975576313116,0.006774769727711009
2,4,aug,sun,92.0,203.2,664.5,8.1,24.9,42,5.4,0.0,2.44,1.235471471385307,0.6454349983343707
2,5,aug,sun,91.6,181.3,613.0,7.6,24.8,36,4.0,0.0,3.05,1.3987168811184478,0.0914646422324372
8,8,aug,wed,91.7,191.4,635.9,7.8,26.2,36,4.5,0.0,185.76,5.229824370102736,-0.3949683853257467
2,4,aug,wed,95.2,217.7,690.0,18.0,30.8,19,4.5,0.0,0.004734153331247732,0.004722982469872148,0.0047341356474628745
8,6,jul,sun,88.9,263.1,795.9,5.2,29.3,27,3.6,0.0,6.3,1.9878743481543455,0.016813900484349713
1,3,sep,sat,91.2,94.3,744.4,8.4,22.3,48,4.0,0.0,0.72,0.5423242908253617,0.6593846719714731
8,6,aug,sat,93.7,231.1,715.1,8.4,26.9,31,3.6,0.0,4.96,1.7850704810772584,-0.9695006994538088
2,2,aug,thu,91.6,248.4,753.8,6.3,20.4,56,2.2,0.0,2.441737439870008e-05,2.441707629938828e-05,2.4417374396273773e-05
8,6,aug,thu,91.6,248.4,753.8,6.3,20.4,56,2.2,0.0,0.008061918209771217,0.00802959455803647,0.008061830879963946
2,4,aug,mon,92.1,207.0,672.6,8.2,27.9,33,2.2,0.0,2.35,1.208960345836975,0.7114733527908443
